,Date,TotalBikesCount,Mon,Tue,Wed,Thu,Fri,Sat,Sun,holiday,DayLightHrs,AvgTempInC,PRCP_IN,DryDay,YearsCount
64,2012-12-06,1879.0,0,0,0,1,0,0,0,0,8.37023821260269,4.4,0.00023622047244094488,0,0.17534246575342466
65,2012-12-07,1816.0,0,0,0,0,1,0,0,0,8.351010263538868,4.199999999999999,0.00015748031496062991,0,0.1780821917808219
66,2012-12-08,874.0,0,0,0,0,0,1,0,0,8.333035640022796,4.1,0.0,1,0.18082191780821918
67,2012-12-09,422.0,0,0,0,0,0,0,1,0,8.316329377096086,4.050000000000001,0.00023622047244094488,0,0.18356164383561643
68,2012-12-10,2162.0,1,0,0,0,0,0,0,0,8.30090559491151,4.35,7.874015748031496e-05,0,0.1863013698630137
69,2012-12-11,1945.0,0,1,0,0,0,0,0,0,8.286777455828735,4.4,0.00047244094488188977,0,0.18904109589041096
70,2012-12-12,1848.0,0,0,1,0,0,0,0,0,8.273957123800512,4.2,0.0012598425196850393,0,0.1917808219178082
71,2012-12-13,2013.0,0,0,0,1,0,0,0,0,8.262455726306964,4.15,0.0003543307086614173,0,0.19452054794520549
72,2012-12-14,1709.0,0,0,0,0,1,0,0,0,8.25228331908493,3.8499999999999996,0.001220472440944882,0,0.19726027397260273
73,2012-12-15,463.0,0,0,0,0,0,1,0,0,8.243448853885658,3.65,0.000826771653543307,0,0.2
74,2012-12-16,351.0,0,0,0,0,0,0,1,0,8.235960149477135,4.1,0.0035039370078740156,0,0.20273972602739726
75,2012-12-17,1492.0,1,0,0,0,0,0,0,0,8.229823866089095,4.1,0.00031496062992125983,0,0.2054794520547945
76,2012-12-18,1702.0,0,1,0,0,0,0,0,0,8.225045483477224,3.5999999999999996,0.0005118110236220473,0,0.20821917808219179
77,2012-12-19,1020.0,0,0,1,0,0,0,0,0,8.221629282759688,4.1,0.0021259842519685043,0,0.21095890410958903
78,2012-12-20,1077.0,0,0,0,1,0,0,0,0,8.219578332154153,3.9,0.002047244094488189,0,0.2136986301369863
79,2012-12-21,1232.0,0,0,0,0,1,0,0,0,8.218894476716432,3.8,0.00027559055118110237,0,0.21643835616438356
80,2012-12-22,493.0,0,0,0,0,0,1,0,0,8.219578332154153,4.3,0.0005118110236220473,0,0.2191780821917808
81,2012-12-23,441.0,0,0,0,0,0,0,1,0,8.221629282759688,4.15,0.0010236220472440946,0,0.2219178082191781
82,2012-12-24,574.0,1,0,0,0,0,0,0,0,8.22504548347722,3.95,3.937007874015748e-05,0,0.22465753424657534
83,2012-12-25,98.0,0,1,0,0,0,0,0,1,8.229823866089097,3.95,0.0020866141732283467,0,0.2273972602739726
84,2012-12-26,845.0,0,0,1,0,0,0,0,0,8.235960149477135,4.1,0.0007086614173228346,0,0.23013698630136986
85,2012-12-27,1148.0,0,0,0,1,0,0,0,0,8.243448853885663,4.199999999999999,0.0006299212598425197,0,0.2328767123287671
86,2012-12-28,1257.0,0,0,0,0,1,0,0,0,8.252283319084928,4.3,0.0,1,0.2356164383561644
87,2012-12-29,487.0,0,0,0,0,0,1,0,0,8.26245572630695,3.9499999999999997,0.00023622047244094488,0,0.23835616438356164
88,2012-12-30,695.0,0,0,0,0,0,0,1,0,8.273957123800518,3.6,0.0,1,0.2410958904109589
89,2012-12-31,986.0,1,0,0,0,0,0,0,0,8.286777455828732,3.4,0.0,1,0.24383561643835616
90,2013-01-01,678.0,0,1,0,0,0,0,0,1,8.300905594911505,3.4,0.0,1,0.2465753424657534
91,2013-01-02,1835.0,0,0,1,0,0,0,0,0,8.316329377096082,3.65,0.0,1,0.2493150684931507
92,2013-01-03,1803.0,0,0,0,1,0,0,0,0,8.333035640022791,3.6500000000000004,0.0006299212598425197,0,0.25205479452054796
93,2013-01-04,1712.0,0,0,0,0,1,0,0,0,8.35101026353886,4.3,0.00039370078740157485,0,0.2547945205479452
94,2013-01-05,719.0,0,0,0,0,0,1,0,0,8.370238212602683,4.2,0.00047244094488188977,0,0.25753424657534246
95,2013-01-06,706.0,0,0,0,0,0,0,1,0,8.390703582211897,4.1,0.00031496062992125983,0,0.2602739726027397
96,2013-01-07,1893.0,1,0,0,0,0,0,0,0,8.412389644083488,4.5,0.0003543307086614173,0,0.26301369863013696
97,2013-01-08,1578.0,0,1,0,0,0,0,0,0,8.435278894811182,4.75,0.0025196850393700786,0,0.26575342465753427
98,2013-01-09,1347.0,0,0,1,0,0,0,0,0,8.459353105224459,4.25,0.00594488188976378,0,0.2684931506849315
99,2013-01-10,1810.0,0,0,0,1,0,0,0,0,8.484593370676592,3.45,3.937007874015748e-05,0,0.27123287671232876
100,2013-01-11,1570.0,0,0,0,0,1,0,0,0,8.51098016199256,3.2,0.0,1,0.273972602739726
101,2013-01-12,677.0,0,0,0,0,0,1,0,0,8.53849337681494,3.1,0.0,1,0.27671232876712326
102,2013-01-13,559.0,0,0,0,0,0,0,1,0,8.567112391094412,3.0,0.0,1,0.27945205479452057
103,2013-01-14,1869.0,1,0,0,0,0,0,0,0,8.596816110481118,3.3,0.0,1,0.2821917808219178
104,2013-01-15,2066.0,0,1,0,0,0,0,0,0,8.627583021386013,3.75,0.0,1,0.28493150684931506
105,2013-01-16,1950.0,0,0,1,0,0,0,0,0,8.659391241493358,3.4,0.0,1,0.2876712328767123
106,2013-01-17,1777.0,0,0,0,1,0,0,0,0,8.692218569520302,3.3,0.0,1,0.29041095890410956
107,2013-01-18,1585.0,0,0,0,0,1,0,0,0,8.726042534034645,3.4,0.0,1,0.29315068493150687
108,2013-01-19,760.0,0,0,0,0,0,1,0,0,8.760840441156525,3.25,0.0,1,0.2958904109589041
109,2013-01-20,801.0,0,0,0,0,0,0,1,0,8.796589420987198,3.45,0.0,1,0.29863013698630136
110,2013-01-21,1276.0,1,0,0,0,0,0,0,1,8.833266472622963,3.25,0.0,1,0.3013698630136986
111,2013-01-22,1965.0,0,1,0,0,0,0,0,0,8.870848507629189,3.3499999999999996,0.0,1,0.3041095890410959
112,2013-01-23,1767.0,0,0,1,0,0,0,0,0,8.909312391865846,4.05,0.0007874015748031497,0,0.30684931506849317
113,2013-01-24,1955.0,0,0,0,1,0,0,0,0,8.948634985570434,3.95,0.0009055118110236221,0,0.3095890410958904
114,2013-01-25,1861.0,0,0,0,0,1,0,0,0,8.988793181621272,4.4,0.00047244094488188977,0,0.31232876712328766
115,2013-01-26,544.0,0,0,0,0,0,1,0,0,9.029763941917096,4.3,0.0003543307086614173,0,0.3150684931506849
116,2013-01-27,643.0,0,0,0,0,0,0,1,0,9.071524331824866,4.05,0.00027559055118110237,0,0.3178082191780822
117,2013-01-28,1708.0,1,0,0,0,0,0,0,0,9.114051552659342,4.05,0.001220472440944882,0,0.32054794520547947
118,2013-01-29,1789.0,0,1,0,0,0,0,0,0,9.157322972171762,4.4,0.0006692913385826772,0,0.3232876712328767
119,2013-01-30,1760.0,0,0,1,0,0,0,0,0,9.20131615303674,4.6,0.0005511811023622047,0,0.32602739726027397
120,2013-01-31,1921.0,0,0,0,1,0,0,0,0,9.246008879336056,4.7,0.00047244094488188977,0,0.3287671232876712
121,2013-02-01,2108.0,0,0,0,0,1,0,0,0,9.291379181050097,4.699999999999999,3.937007874015748e-05,0,0.3315068493150685
122,2013-02-02,1133.0,0,0,0,0,0,1,0,0,9.337405356574687,4.0,0.0,1,0.33424657534246577
123,2013-02-03,868.0,0,0,0,0,0,0,1,0,9.384065993290525,4.25,0.0003543307086614173,0,0.336986301369863
124,2013-02-04,2288.0,1,0,0,0,0,0,0,0,9.431339986219815,4.75,0.0,1,0.33972602739726027
125,2013-02-05,2012.0,0,1,0,0,0,0,0,0,9.479206554809748,4.7,0.0005118110236220473,0,0.3424657534246575
126,2013-02-06,1995.0,0,0,1,0,0,0,0,0,9.527645257889857,4.699999999999999,0.00015748031496062991,0,0.3452054794520548
127,2013-02-07,2187.0,0,0,0,1,0,0,0,0,9.576636006854194,4.35,0.00019685039370078743,0,0.34794520547945207
128,2013-02-08,2161.0,0,0,0,0,1,0,0,0,9.626159077122253,4.1,0.0,1,0.3506849315068493
129,2013-02-09,1114.0,0,0,0,0,0,1,0,0,9.676195117938592,4.35,3.937007874015748e-05,0,0.35342465753424657
130,2013-02-10,1312.0,0,0,0,0,0,0,1,0,9.726725160571135,4.15,0.0,1,0.3561643835616438
131,2013-02-11,2145.0,1,0,0,0,0,0,0,0,9.777730624970928,4.35,3.937007874015748e-05,0,0.3589041095890411
132,2013-02-12,2105.0,0,1,0,0,0,0,0,0,9.829193324959094,4.85,0.00015748031496062991,0,0.36164383561643837
133,2013-02-13,2066.0,0,0,1,0,0,0,0,0,9.88109547200438,4.7,0.0003543307086614173,0,0.3643835616438356
134,2013-02-14,1884.0,0,0,0,1,0,0,0,0,9.93341967765909,4.550000000000001,0.00015748031496062991,0,0.36712328767123287
135,2013-02-15,2304.0,0,0,0,0,1,0,0,0,9.98614895471806,4.85,0.0,1,0.3698630136986301
136,2013-02-16,1017.0,0,0,0,0,0,1,0,0,10.039266717165956,4.55,0.0,1,0.3726027397260274
137,2013-02-17,869.0,0,0,0,0,0,0,1,0,10.09275677897856,4.45,0.0,1,0.37534246575342467
138,2013-02-18,1481.0,1,0,0,0,0,0,0,1,10.146603351840652,4.25,0.0,1,0.3780821917808219
139,2013-02-19,2586.0,0,1,0,0,0,0,0,0,10.200791041843237,4.3,0.0,1,0.38082191780821917
140,2013-02-20,2217.0,0,0,1,0,0,0,0,0,10.255304845221428,4.0,0.00023622047244094488,0,0.3835616438356164
141,2013-02-21,1891.0,0,0,0,1,0,0,0,0,10.310130143190976,4.15,7.874015748031496e-05,0,0.3863013698630137
142,2013-02-22,1360.0,0,0,0,0,1,0,0,0,10.365252695941964,4.25,0.0014566929133858267,0,0.38904109589041097
143,2013-02-23,1126.0,0,0,0,0,0,1,0,0,10.420658635843855,4.45,3.937007874015748e-05,0,0.3917808219178082
144,2013-02-24,1122.0,0,0,0,0,0,0,1,0,10.476334459915424,4.449999999999999,0.0,1,0.39452054794520547
145,2013-02-25,2086.0,1,0,0,0,0,0,0,0,10.532267021610993,4.449999999999999,0.0003543307086614173,0,0.3972602739726027
146,2013-02-26,2497.0,0,1,0,0,0,0,0,0,10.588443521970532,4.35,7.874015748031496e-05,0,0.4
147,2013-02-27,2334.0,0,0,1,0,0,0,0,0,10.64485150018157,4.5,0.0007086614173228346,0,0.40273972602739727
148,2013-02-28,1759.0,0,0,0,1,0,0,0,0,10.701478823595531,4.85,0.0012598425196850393,0,0.4054794520547945
149,2013-03-01,1845.0,0,0,0,0,1,0,0,0,10.758313677241942,5.550000000000001,0.0006299212598425197,0,0.40821917808219177
150,2013-03-02,1233.0,0,0,0,0,0,1,0,0,10.815344552878958,4.9,0.00011811023622047244,0,0.410958904109589
151,2013-03-03,1690.0,0,0,0,0,0,0,1,0,10.872560237618165,4.4,0.0,1,0.4136986301369863
152,2013-03-04,2791.0,1,0,0,0,0,0,0,0,10.929949802159388,4.4,0.0,1,0.41643835616438357
153,2013-03-05,2398.0,0,1,0,0,0,0,0,0,10.987502588667507,4.6,0.0,1,0.4191780821917808
154,2013-03-06,2041.0,0,0,1,0,0,0,0,0,11.045208198323808,4.3,0.0018503937007874015,0,0.42191780821917807
155,2013-03-07,2150.0,0,0,0,1,0,0,0,0,11.103056478579854,4.75,0.0011417322834645668,0,0.4246575342465753
156,2013-03-08,2739.0,0,0,0,0,1,0,0,0,11.161037510141533,4.45,0.0,1,0.4273972602739726
157,2013-03-09,2430.0,0,0,0,0,0,1,0,0,11.219141593709253,4.45,0.0,1,0.4301369863013699
158,2013-03-10,1046.0,0,0,0,0,0,0,1,0,11.27735923649673,4.25,0.00011811023622047244,0,0.4328767123287671
159,2013-03-11,2250.0,1,0,0,0,0,0,0,0,11.335681138551918,4.699999999999999,0.00019685039370078743,0,0.43561643835616437
160,2013-03-12,1980.0,0,1,0,0,0,0,0,0,11.394098178899393,5.25,0.00031496062992125983,0,0.4383561643835616
161,2013-03-13,1894.0,0,0,1,0,0,0,0,0,11.452601401523761,5.1,0.0003543307086614173,0,0.4410958904109589
162,2013-03-14,2202.0,0,0,0,1,0,0,0,0,11.511182001212395,5.1,0.0004330708661417323,0,0.4438356164383562
163,2013-03-15,2355.0,0,0,0,0,1,0,0,0,11.569831309272743,5.3,0.0,1,0.4465753424657534
164,2013-03-16,1063.0,0,0,0,0,0,1,0,0,11.62854077914117,4.55,0.0006692913385826772,0,0.44931506849315067
165,2013-03-17,1295.0,0,0,0,0,0,0,1,0,11.687301971896467,4.35,0.0,1,0.4520547945205479
166,2013-03-18,2381.0,1,0,0,0,0,0,0,0,11.746106541692017,4.6,0.0,1,0.4547945205479452
167,2013-03-19,2312.0,0,1,0,0,0,0,0,0,11.804946221119806,4.5,0.0018110236220472442,0,0.4575342465753425
168,2013-03-20,1507.0,0,0,1,0,0,0,0,0,11.863812806517062,4.6,0.0015354330708661418,0,0.4602739726027397
169,2013-03-21,1924.0,0,0,0,1,0,0,0,0,11.922698143228446,4.3,0.0012598425196850393,0,0.46301369863013697
170,2013-03-22,1862.0,0,0,0,0,1,0,0,0,11.9815941108332,4.1,0.0,1,0.4657534246575342
171,2013-03-23,1752.0,0,0,0,0,0,1,0,0,12.040492608349336,4.2,0.0,1,0.4684931506849315
172,2013-03-24,1385.0,0,0,0,0,0,0,1,0,12.099385539423954,4.35,0.0,1,0.4712328767123288
173,2013-03-25,3159.0,1,0,0,0,0,0,0,0,12.158264797520431,5.1,0.0,1,0.473972602739726
174,2013-03-26,3015.0,0,1,0,0,0,0,0,0,12.217122251113047,5.25,0.0,1,0.4767123287671233
175,2013-03-27,2617.0,0,0,1,0,0,0,0,0,12.275949728898095,5.05,3.937007874015748e-05,0,0.4794520547945205
176,2013-03-28,2706.0,0,0,0,1,0,0,0,0,12.334739005033352,5.4,0.00031496062992125983,0,0.4821917808219178
177,2013-03-29,3207.0,0,0,0,0,1,0,0,0,12.393481784415401,5.55,0.0,1,0.4849315068493151
178,2013-03-30,2497.0,0,0,0,0,0,1,0,0,12.452169688006375,5.5,0.0,1,0.4876712328767123
179,2013-03-31,2363.0,0,0,0,0,0,0,1,0,12.510794238222273,5.65,0.0,1,0.4904109589041096
180,2013-04-01,3248.0,1,0,0,0,0,0,0,0,12.569346844393891,5.5,0.0,1,0.4931506849315068
181,2013-04-02,3287.0,0,1,0,0,0,0,0,0,12.627818788314553,5.25,0.0,1,0.4958904109589041
182,2013-04-03,3486.0,0,0,1,0,0,0,0,0,12.686201209888113,5.4,0.0,1,0.4986301369863014
183,2013-04-04,2007.0,0,0,0,1,0,0,0,0,12.744485092890995,5.4,0.0012992125984251969,0,0.5013698630136987
184,2013-04-05,1842.0,0,0,0,0,1,0,0,0,12.802661250865867,5.35,0.002874015748031496,0,0.5041095890410959
185,2013-04-06,789.0,0,0,0,0,0,1,0,0,12.86072031316273,4.95,0.001968503937007874,0,0.5068493150684932
186,2013-04-07,577.0,0,0,0,0,0,0,1,0,12.918652711145546,4.4,0.006062992125984252,0,0.5095890410958904
187,2013-04-08,2689.0,1,0,0,0,0,0,0,0,12.976448664585373,4.949999999999999,0.00011811023622047244,0,0.5123287671232877
188,2013-04-09,2900.0,0,1,0,0,0,0,0,0,13.034098168259009,4.85,0.0,1,0.5150684931506849
189,2013-04-10,2113.0,0,0,1,0,0,0,0,0,13.091590978777933,5.35,0.0014566929133858267,0,0.5178082191780822
190,2013-04-11,2499.0,0,0,0,1,0,0,0,0,13.14891660167072,4.9,0.00023622047244094488,0,0.5205479452054794
191,2013-04-12,2045.0,0,0,0,0,1,0,0,0,13.20606427874478,4.3,0.0014960629921259843,0,0.5232876712328767
192,2013-04-13,846.0,0,0,0,0,0,1,0,0,13.263022975756526,4.449999999999999,0.0014566929133858267,0,0.5260273972602739
193,2013-04-14,1464.0,0,0,0,0,0,0,1,0,13.319781370418637,4.75,0.0009055118110236221,0,0.5287671232876713
194,2013-04-15,2687.0,1,0,0,0,0,0,0,0,13.376327840776835,4.85,0.0,1,0.5315068493150685
195,2013-04-16,3076.0,0,1,0,0,0,0,0,0,13.432650453990542,4.75,3.937007874015748e-05,0,0.5342465753424658
196,2013-04-17,2939.0,0,0,1,0,0,0,0,0,13.488736955552374,4.9,0.0,1,0.536986301369863
197,2013-04-18,1972.0,0,0,0,1,0,0,0,0,13.544574758986144,4.85,0.000826771653543307,0,0.5397260273972603
198,2013-04-19,1385.0,0,0,0,0,1,0,0,0,13.600150936062697,5.25,0.003188976377952756,0,0.5424657534246575
199,2013-04-20,1032.0,0,0,0,0,0,1,0,0,13.65545220757687,5.2,0.0,1,0.5452054794520548
200,2013-04-21,968.0,0,0,0,0,0,0,1,0,13.710464934731004,4.9,0.0005118110236220473,0,0.547945205479452
201,2013-04-22,3633.0,1,0,0,0,0,0,0,0,13.765175111171228,5.1,0.0,1,0.5506849315068493
202,2013-04-23,3942.0,0,1,0,0,0,0,0,0,13.819568355727458,5.15,0.0,1,0.5534246575342465
203,2013-04-24,4450.0,0,0,1,0,0,0,0,0,13.87362990590745,5.65,0.0,1,0.5561643835616439
204,2013-04-25,4166.0,0,0,0,1,0,0,0,0,13.927344612200267,5.75,0.0,1,0.5589041095890411
205,2013-04-26,3457.0,0,0,0,0,1,0,0,0,13.980696933243904,5.800000000000001,0.0,1,0.5616438356164384
206,2013-04-27,1214.0,0,0,0,0,0,1,0,0,14.03367093191569,5.4,0.0,1,0.5643835616438356
207,2013-04-28,1190.0,0,0,0,0,0,0,1,0,14.086250272405461,5.4,0.00015748031496062991,0,0.5671232876712329
208,2013-04-29,2693.0,1,0,0,0,0,0,0,0,14.138418218331958,5.050000000000001,0.0005905511811023622,0,0.5698630136986301
209,2013-04-30,3402.0,0,1,0,0,0,0,0,0,14.19015763196657,4.75,0.0,1,0.5726027397260274
210,2013-05-01,5017.0,0,0,1,0,0,0,0,0,14.241450974627428,5.15,0.0,1,0.5753424657534246
211,2013-05-02,4877.0,0,0,0,1,0,0,0,0,14.292280308309223,5.65,0.0,1,0.5780821917808219
212,2013-05-03,4520.0,0,0,0,0,1,0,0,0,14.342627298614868,6.0,0.0,1,0.5808219178082191
213,2013-05-04,2912.0,0,0,0,0,0,1,0,0,14.392473219053691,6.45,0.0,1,0.5835616438356165
214,2013-05-05,3003.0,0,0,0,0,0,0,1,0,14.441798956773154,6.85,0.0,1,0.5863013698630137
215,2013-05-06,5066.0,1,0,0,0,0,0,0,0,14.490585019788144,7.05,0.0,1,0.589041095890411
216,2013-05-07,5103.0,0,1,0,0,0,0,0,0,14.538811545772194,6.050000000000001,0.0,1,0.5917808219178082
217,2013-05-08,4972.0,0,0,1,0,0,0,0,0,14.58645831247338,5.95,0.0,1,0.5945205479452055
218,2013-05-09,4663.0,0,0,0,1,0,0,0,0,14.633504749813882,6.15,0.0,1,0.5972602739726027
219,2013-05-10,4866.0,0,0,0,0,1,0,0,0,14.67992995373172,6.4,0.0,1,0.6
220,2013-05-11,2481.0,0,0,0,0,0,1,0,0,14.72571270181708,6.75,0.0,1,0.6027397260273972
221,2013-05-12,1263.0,0,0,0,0,0,0,1,0,14.77083147079306,6.4,0.0010236220472440946,0,0.6054794520547945
222,2013-05-13,3367.0,1,0,0,0,0,0,0,0,14.815264455885318,5.75,0.0005118110236220473,0,0.6082191780821918
223,2013-05-14,4575.0,0,1,0,0,0,0,0,0,14.858989592117956,5.55,0.0,1,0.6109589041095891
224,2013-05-15,3896.0,0,0,1,0,0,0,0,0,14.901984577568376,5.55,0.00015748031496062991,0,0.6136986301369863
225,2013-05-16,4274.0,0,0,0,1,0,0,0,0,14.944226898603777,6.25,0.0,1,0.6164383561643836
226,2013-05-17,4783.0,0,0,0,0,1,0,0,0,14.98569385711586,5.8,7.874015748031496e-05,0,0.6191780821917808
227,2013-05-18,1814.0,0,0,0,0,0,1,0,0,15.026362599758759,5.7,0.0,1,0.6219178082191781
